agency,facility,active,owner,facility_type,id,city,agency_type,public_remarks,source,state,latitude,zip_code,nprid,address,remarks,slug,name,reverse_geocoded,url,longitude,entry,owner_type,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance
,Pavilion Recreation Center,,,,90,Taylors,,The playground has both a toddler area and a play area for 5-12 year olds.,,SC,34.886272,29687,131,4806 Old Spartanburg Road,,boundless-play-boundless-dreams-at-pavilion-recreation-center-taylors-sc,Boundless Play - Boundless Dreams,,,-82.2998549,,,True,False,False,False,False,False,False,False
,,,City of New York,,91,Flushing,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7706,11354,508,"29 AND 32 AVES, 158 TO 159 STS",,bowne-playground-flushing-ny,Bowne Playground,,,-73.8059,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,92,Flushing,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7582,11355,509,Sanford Ave From Union To Bowne Sts,,bowne-playground-flushing-ny-2,Bowne Playground,,,-73.8248,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Gates Canyon Park,,,,93,Calabasas,,"The playground includes a sand area, a Sway Fun glider, adapted swings, a slide that has rollers to increase the sensory experience and tons of shade.",,CA,34.161117,91302,273,25801 Thousand Oaks Boulevard,,brandons-village-at-gates-canyon-park-calabasas-ca,Brandon's Village,,,-118.692393,,,True,False,False,False,False,False,False,False
,,,City of New York,,94,Bellerose,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7258,11426,510,Braddock Ave & 240 St,,breininger-park-bellerose-ny,Breininger Park,,,-73.729,,Municipal/Local Government,True,False,True,True,False,False,False,False
"City of O'Fallon, MO",Paul A. Westhoff Memorial Park,,City,,95,O'Fallon,,This playground and splash pad are all inclusive.,,MO,38.812497,63366,419,810 Shepard,,brendans-playground-at-paul-a-westhoff-memorial-park-ofallon-mo,Brendan's Playground,,www.ofallon.mo.us/parks,-90.686278,,Municipal,True,False,False,False,False,False,False,False
,,,City of New York,,96,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6536,11207,511,LOUISIANA & FLATLANDS AVE,,breukelen-playground-brooklyn-ny,Breukelen Playground,,,-73.8939,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,97,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6805,11233,512,W/s Ralph Ave Bet Sumpter & Chauncey Sts,,brevoort-playground-brooklyn-ny,Brevoort Playground,,,-73.9227,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,98,Long Island City,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7419,11101,513,"Tunnel Plaza, 50 Ave, 11 St",,bridge-and-tunnel-park-long-island-city-ny,Bridge And Tunnel Park,,,-73.9515,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,99,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8443,10452,514,"Boscobel Pl, University Ave, W 171 St",,bridge-playground-bronx-ny,Bridge Playground,,,-73.9242,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,100,Brooklyn,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.5752,11235,515,W/s Brighton 2 St At Boardwalk,,brighton-playground-brooklyn-ny,Brighton Playground,,,-73.9654,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,101,Far Rockaway,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.601,11693,516,"Cross Bay Blvd, 100 Pl, E 18 Rd, 203 Ave",,broad-channel-park-far-rockaway-ny,Broad Channel Park,,,-73.8198,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,,,102,Pocatello,,"This  28,000 square foot playground featuress wheelchair accessiblity to seven different levels of the playground. The playground has areas for pretend play, music, swing, climbing and sliding.",,ID,42.8597941,83204,7,305 South Arthur Avenue,,brooklyns-playground-pocatello-id,Brooklyn's Playground,,http://www.brooklynsplayground.org/,-112.4499382,,,True,False,True,False,False,False,False,False
,,,City of New York,,103,Brooklyn,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.6735,11213,517,BROOKLYN AVE & PROSPECT PL,,brower-park-brooklyn-ny,Brower Park,,,-73.9436,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,104,Brooklyn,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.6741,11213,518,BROOKLYN AVE & PROSPECT PL,,brower-park-brooklyn-ny-2,Brower Park,,,-73.9432,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,105,Bronx,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.8268,10465,519,"Phillips Ave, E 177 St",,bruckner-playgroundps-183-bronx-ny,Bruckner Playground/P.S. 183,,,-73.8286,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,,,106,Houston,,,,TX,29.7216925,77030,203,6001 Fannin Street,,buddy-carruth-playground-for-all-children-houston-tx,Buddy Carruth Playground for All Children,,,-95.3921256,,,True,False,False,False,False,False,False,False
,,,City of New York,,107,East Elmhurst,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.7631,11370,520,"W/s 77 St, N/s 25 Ave",,bulova-park-east-elmhurst-ny,Bulova Park,,,-73.8922,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,108,Bronx,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.8632,10469,521,"Mace, Lodovick & Gunther Aves",,burns-playground-bronx-ny,Burns Playground,,,-73.8366,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,109,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6737,11231,522,"LORRAINE, CLINTON, HENRY STS",,bush-clinton-park-brooklyn-ny,Bush Clinton Park,,,-74.0034,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,110,Brooklyn,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.7018,11206,523,"Flushing Ave, Bushwick Ave & Humboldt St",,buswhick-pool-brooklyn-ny,Buswhick Pool,,,-73.9394,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,111,Flushing,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7702,11354,524,Union St & 31 Rd,,cadwallader-colden-playground-flushing-ny,Cadwallader Colden Playground,,,-73.8272,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of San Jose,,112,San Jose,,,,CA,37.301692,95129,1288,1225 South Blaney Ave,,calabazas-park-san-jose-ca,Calabazas Park,,http://www.sanjoseca.gov/Facilities/Facility/Details/Calabazas-Park-64,-122.025418,,Municipal/Local Government,True,False,False,False,False,False,False,False
,,,City of New York,,113,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6783,11233,525,"Fulton,truxton Sts, Van Sinderen Ave,eastern Pkwy",,callahankelly-playground-brooklyn-ny,Callahan-kelly Playground,,,-73.9048,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,114,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.5879,11214,526,BAY 44 & CROPSEY AVE,,calvert-vaux-brooklyn-ny,Calvert Vaux,,,-73.9905,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Alapocas Run State Park,,,,115,Wilminton,,"The 26,000 square foot playground and garden to provide play and adventure opportunities for children of all ages and abilities. Play apparatus physically challenge users of the playground, while the garden offers mazes, games and theme gardens.",,DE,39.7805817,19803,168,4631 Weldin Road,,cando-playground-at-alapocas-run-state-park-wilminton-de,Can-Do Playground,,http://www.candoplayground.org/,-75.52522,,Public/Private,True,False,False,False,False,False,False,False
,,,City of San Jose,,116,San Jose,,,,CA,37.351756,95116,1287,766 Peter Pan Ave,,capital-park-san-jose-ca,Capital Park,,,-121.833657,,Municipal/Local Government,True,False,False,False,False,False,False,False
,,,City of New York,,117,New York,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7136,10002,527,Rutgers & Henry Sts,,capt-jacob-joseph-playground-new-york-ny,Capt Jacob Joseph Playground,,,-73.9899,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,118,Flushing,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7434,11355,528,KISSENA BLVD & BOOTH MEM AVE,,captain-mario-fajardo-park-flushing-ny,Captain Mario Fajardo Park,,,-73.8147,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,119,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.5331,10309,529,"Foster, Carlton, Burchard Aves",,carlton-park-staten-island-ny,Carlton Park,,,-74.2023,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,120,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8292,10031,530,"Amsterdam Ave, W 151 To W 152 Sts",,carmansville-playground-new-york-ny,Carmansville Playground,,,-73.9442,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,121,Brooklyn,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.6811,11231,531,"Carroll, Court, President, Smith Sts",,carroll-park-brooklyn-ny,Carroll Park,,,-73.9954,,Municipal/Local Government,True,False,False,True,False,False,False,False
,Stevens Park,,,,122,Manchester,,,,NH,42.9628656,3109,1263,376 Mammoth Road,,casey-white-playground-at-stevens-park-manchester-nh,Casey White Playground,,,-71.4202306,,,True,False,False,False,False,False,False,False
,Dove Park,,,,123,Grapevine,,,,TX,32.955953,76051,202,1509 Hood Lane,,caseys-clubhouse-at-dove-park-grapevine-tx,Casey's Clubhouse,,,-97.098311,,,True,False,False,False,False,False,False,False
,,,City of New York,,124,New York,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.7739,10028,532,EAST 84 ST & EAST END AVE,,catbird-playground-new-york-ny,Catbird Playground,,,-73.9448,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,125,Bronx,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.8229,10456,533,"E 163 St, Cauldwell Ave, E 161 St, Eagle Ave",,cauldwell-playground-bronx-ny,Cauldwell Playground,,,-73.9073,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,126,Ozone Park,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.6703,11417,534,"96 St, Centreville St & Albert Rd",,centerville-playground-ozone-park-ny,Centerville Playground,,,-73.839,,Municipal/Local Government,True,False,True,True,False,False,False,False
,,,City of New York,,127,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.577,11224,535,W Brighton Ave Bet W 2 & W 3 Sts,,century-playground-brooklyn-ny,Century Playground,,,-73.97,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,128,Little Neck,,Level 2: Accessible Playgrounds with Ramped Play Equipment and/or Universally Accessible Swings,,NY,40.7566,11362,536,W/s 251 St Bet 61 & 63 Aves,,challenge-playground-little-neck-ny,Challenge Playground,,,-73.728,,Municipal/Local Government,True,False,True,True,False,False,False,False
,Dorbrook Park,,,,129,Colts Neck,,,,NJ,40.299265,7722,1265,209 County Road 537,,challenger-place-at-dorbrook-park-colts-neck-nj,Challenger Place,,,-74.134712,,,True,False,False,False,False,False,False,False
,,,City of New York,,130,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6991,11206,537,"Hopkins To Ellery Streets, Tomkins To Throop Aves",,charlies-place-brooklyn-ny,Charlie's Place,,,-73.946,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,131,Astoria,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7798,11105,538,SHORE BLVD OPP 23 AVE,,charybdis-playground-astoria-ny,Charybdis Playground,,,-73.9224,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Chatauqua Pavilion,,,,132,Hastings,,This parks features a completely handicapped accessible playground structure,,NE,40.5880653,68901,1264,West 5th Street,,chatauqua-park-at-chatauqua-pavilion-hastings-ne,Chatauqua Park,,,-98.4018839,,,True,False,False,False,False,False,False,False
,,,City of New York,,133,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7113,10002,539,"Clinton, Cherry & Water Sts",,cherry-clinton-playground-new-york-ny,Cherry Clinton Playground,,,-73.9863,,Municipal/Local Government,True,True,False,False,False,False,False,False
,,,City of New York,,134,Brooklyn,,Level 3: Accessible Playgrounds with Universally Accessible Swings,,NY,40.6688,11212,540,"Chester St, Sutter Ave, Bristol St, Pitkin Ave",,chester-playground-brooklyn-ny,Chester Playground,,,-73.9119,,Municipal/Local Government,True,False,False,True,False,False,False,False
,,,City of New York,,135,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6358,11203,541,"E 45-e 46 Sts, Glenwood To Farragut Rds",,chiarantano-fields-brooklyn-ny,Chiarantano Fields,,,-73.9331,,Municipal/Local Government,True,True,False,False,False,False,False,False
,Jim Barnett Park,,,,136,Winchester,,,,VA,39.1783379,22601,198,1001 East Cork Street,,childrens-dream-at-jim-barnett-park-winchester-va,Children's Dream,,,-78.153102,,,True,False,False,False,False,False,False,False
,Inglenook Park,,,,137,Southfield,,"This playground consists of farm-themed play equipment, including tractor bouncers, animal cutouts and an enormous playscape that has red barn top roofs throughout.",,MI,42.5018044,48076,98,20936 West 12 Mile Road,,childrens-play-farm-at-inglenook-park-southfield-mi,Children's Play Farm,,,-83.2497983,,,True,False,False,False,False,False,False,False
,Clinton Nature Preserve,,Douglas County,,138,Villa Rica,,"The 200-acre park contains nature trails, and open exploration areas.",,GA,33.7076604,30180,5,8720 Ephesus Church Road,,childrens-playgarden-at-clinton-nature-preserve-villa-rica-ga,Children's Playgarden,,http://www.celebratedouglascounty.com/view/departments/view_dept/&cdept=211&department=Clinton%20Nature%20Preserve,-84.8610942,,Municipal/Local Government,True,False,False,False,False,False,False,False
